Timestamp,Humidity (%),Temperature (°C)
2024-08-09 02:24:50,52.5,22.9
2024-08-09 02:24:52,52.6,22.9
2024-08-09 02:24:55,52.8,22.9
2024-08-09 02:24:59,52.8,22.9
2024-08-09 02:25:01,52.9,22.9
2024-08-09 02:25:04,53.0,22.9
2024-08-09 02:25:05,53.1,22.8
2024-08-09 02:25:08,53.0,22.9
2024-08-09 02:25:10,53.0,22.9
2024-08-09 02:25:14,53.1,22.9
2024-08-09 02:25:16,53.2,22.9
2024-08-09 02:25:19,53.2,22.9
2024-08-09 02:25:21,53.0,22.9
2024-08-09 02:25:25,56.4,23.2
2024-08-09 02:25:27,70.4,23.2
2024-08-09 02:25:30,76.7,23.1
2024-08-09 02:25:32,78.1,23.0
2024-08-09 02:25:34,75.6,23.1
2024-08-09 02:25:36,70.9,23.1
2024-08-09 02:25:38,66.6,23.0
2024-08-09 02:25:40,62.2,23.0
2024-08-09 02:25:43,61.0,23.0
2024-08-09 02:25:45,58.1,23.0
2024-08-09 02:25:47,56.7,23.0
2024-08-09 02:25:49,55.7,23.0
2024-08-09 02:25:51,55.1,23.0
2024-08-09 02:25:53,54.4,23.0
2024-08-09 02:25:58,53.8,23.0
2024-08-09 02:26:00,53.7,22.9
2024-08-09 02:26:02,53.6,23.0
2024-08-09 02:26:04,53.5,22.9
2024-08-09 02:26:07,53.6,22.9
2024-08-09 02:26:09,53.5,22.9
2024-08-09 02:26:11,53.5,22.9
2024-08-09 02:26:13,53.5,22.9
2024-08-09 02:26:15,53.3,22.9
2024-08-09 02:26:17,53.2,22.9
2024-08-09 02:26:20,53.2,22.9
2024-08-09 02:26:22,53.4,22.9
2024-08-09 02:26:24,53.4,22.9
2024-08-09 02:26:26,53.7,22.9
2024-08-09 02:26:28,53.7,22.9
2024-08-09 02:26:30,53.6,22.9
2024-08-09 02:26:33,53.4,22.9
2024-08-09 02:26:35,53.3,22.9
2024-08-09 02:26:37,53.2,22.9
2024-08-09 02:26:39,53.3,22.9
2024-08-09 02:26:42,53.1,22.9
2024-08-09 02:26:43,53.0,22.9
2024-08-09 02:26:46,53.0,22.9
2024-08-09 02:26:48,53.0,22.9
2024-08-09 02:26:50,52.9,22.9
2024-08-09 02:26:52,52.8,22.9
2024-08-09 02:26:55,53.0,22.9
2024-08-09 02:26:56,52.9,22.9
2024-08-09 02:26:59,53.1,22.9
2024-08-09 02:27:01,53.1,22.9
2024-08-09 02:27:03,53.2,22.9
2024-08-09 02:27:05,53.1,22.9
2024-08-09 02:27:08,53.0,22.9
2024-08-09 02:27:10,52.9,22.9
2024-08-09 02:27:12,53.1,22.9
2024-08-09 02:27:14,52.9,22.9
2024-08-09 02:27:17,53.0,22.9
2024-08-09 02:27:19,52.9,22.9
2024-08-09 02:27:21,53.0,22.9
2024-08-09 02:27:23,52.9,22.8
2024-08-09 02:27:25,53.1,22.9
2024-08-09 02:27:27,53.0,22.9
2024-08-09 02:27:30,53.0,22.8
2024-08-09 02:27:32,52.9,22.8
2024-08-09 02:27:34,53.1,22.8
2024-08-09 02:27:36,53.0,22.8
2024-08-09 02:27:38,53.0,22.9
2024-08-09 02:27:40,52.8,22.9
2024-08-09 02:27:43,53.0,22.8
2024-08-09 02:27:45,52.8,22.8
2024-08-09 02:27:47,52.9,22.8
2024-08-09 02:27:49,52.8,22.9
2024-08-09 02:27:51,53.1,22.8
2024-08-09 02:27:53,53.1,22.9
2024-08-09 02:27:56,53.1,22.8
2024-08-09 02:27:58,53.0,22.8
2024-08-09 02:28:00,52.9,22.8
2024-08-09 02:28:02,53.1,22.8
2024-08-09 02:28:05,53.1,22.8
2024-08-09 02:28:06,53.1,22.8
2024-08-09 02:28:09,53.1,22.8
2024-08-09 02:28:11,53.3,22.8
2024-08-09 02:28:13,53.2,22.8
2024-08-09 02:28:15,53.3,22.8
2024-08-09 02:28:18,53.2,22.8
2024-08-09 02:28:20,53.3,22.8
2024-08-09 02:28:22,53.3,22.8
2024-08-09 02:28:24,53.2,22.9
2024-08-09 02:28:27,53.2,22.9
2024-08-09 02:28:29,65.7,22.9
2024-08-09 02:28:32,67.8,22.9
2024-08-09 02:28:33,65.7,22.9
2024-08-09 02:28:36,63.2,22.9
2024-08-09 02:28:38,60.6,22.9
2024-08-09 02:28:40,58.9,22.9
2024-08-09 02:28:42,65.4,23.0
2024-08-09 02:28:49,61.4,23.0
2024-08-09 02:28:51,59.6,23.0
2024-08-09 02:28:53,58.6,23.0
2024-08-09 02:28:55,57.4,23.0
2024-08-09 02:28:58,56.6,23.0
2024-08-09 02:29:00,55.8,23.0
2024-08-09 02:29:02,55.3,23.1
2024-08-09 02:29:04,54.9,23.0
2024-08-09 02:29:07,54.6,23.0
2024-08-09 02:29:08,54.2,23.1
2024-08-09 02:29:11,54.0,23.0
2024-08-09 02:29:34,53.2,22.9
2024-08-09 02:29:36,53.3,23.0
2024-08-09 02:29:38,53.2,23.0
2024-08-09 02:29:42,53.3,23.0
2024-08-09 02:29:44,53.3,23.0
2024-08-09 02:29:47,53.5,23.0
2024-08-09 02:29:49,53.3,22.9
2024-08-09 02:29:51,53.3,22.9
2024-08-09 02:29:53,53.2,23.0
2024-08-09 02:29:56,53.2,23.0
2024-08-09 02:29:57,53.1,23.0
2024-08-09 02:30:00,53.0,22.9
